State,District,Rainfall(Total),Rainfall Recharge,Groundwater Recharge (ham),Surface Water Irrigation ,Ground Water Irrigation ,Fresh Total Ground Water Avialable,Saline Ground Water Avialable,Year
TELANGANA,Komarambheem Asifabad,1135.342,33377,62575,11072.2,4785.76,58669.3,0,2024
TELANGANA,Mahabubabad,1548.243,36462.9,71141.2,18639.4,11348.7,64250.1,0,2024
TELANGANA,Mahabubnagar,649.2625,12663.3,36356.8,1467.8,6838.56,33058.3,0,2024
TELANGANA,Mancherial,1045.601,35363.5,97040.6,3745.85,16215.5,92140.3,0,2024
TELANGANA,Medak,840.939,21103.2,54800.8,6207.02,7994.24,49497.3,0,2024
TELANGANA,Medchal Malkajgiri,767.7001,6695.93,10797.3,1.03,1571.89,225307,0,2024
TELANGANA,Mulug,1375.013,29216,60403.4,18144.4,5255.56,54655.5,0,2024
TELANGANA,Nagarkurnool,663.0348,35325.3,96485.6,20269.1,11041,332294,0,2024
TELANGANA,Nalgonda,697.3403,42842.8,141870,64728.9,20987.6,506083,0,2024
TELANGANA,Narayanpet,610.3487,13721.1,33720.7,12130.1,4451.37,31424,0,2024
TELANGANA,Nirmal,1054.713,29422.1,75189,23617.4,7062.6,69236.5,0,2024
TELANGANA,Nizamabad,978.8923,36170,102441,45207.1,17349.9,440629,0,2024
TELANGANA,Peddapalle,1013.56,16353.9,52199,24402.2,7492.43,58588.8,0,2024
TELANGANA,Rajanna Siricilla,887.7439,14550.7,45627.6,10814.6,11485.1,41408.4,0,2024
TELANGANA,Rangareddy,713.0176,31035,55910.2,,8733.59,621572,0,2024
TELANGANA,Sangareddy,862.5172,27294.2,39290.9,2692.58,4494.6,35538,0,2024
TELANGANA,Siddipet,772.6139,25362.8,55203.4,6983.4,11616.2,159822,0,2024
TELANGANA,Suryapet,779.7376,24188.3,114424,62284.8,11198.7,361315,0,2024
TELANGANA,Vikarabad,744.4233,20704.8,36390.2,0,5729.12,188935,0,2024
TELANGANA,Wanaparthy,631.9502,11226.1,70848.4,46202.8,11042.7,160813,0,2024
TELANGANA,Warangal,1013.523,13567,55989.3,29696,8867.1,50778.9,0,2024
TELANGANA,Yadadri Bhuvanagiri,744.4711,23861.4,76461.8,19785.7,15375.3,346473,26175.17,2024
TRIPURA,DHALAI,2424.327,20082.8,20618.6,1789.6,61.5,147874,0,2024
TRIPURA,GOMATI,2174.788,19075,24719.5,5926.68,140.9,162955,0,2024
TRIPURA,KHOWAI,2223.919,9202.11,12422.8,2915.22,44.27,74675.5,0,2024
TRIPURA,NORTH TRIPURA,2541.071,12079,10425.4,1199.24,5.27,81383.2,0,2024
TRIPURA,SEPAHIJALA,2035.589,14128.1,20267.6,7526,236.35,133859,0,2024
TRIPURA,SOUTH TRIPURA,2449.44,20146.8,24757.7,5804.9,478.46,148861,0,2024
TRIPURA,UNAKOTI,2391.534,8838.46,9264.95,1087.54,14.7,61812.2,0,2024
TRIPURA,WEST TRIPURA,2046.304,13271.1,16809.1,3545.95,242.87,116229,0,2024
UTTAR PRADESH,AGRA,614.65,43917.2,93215.9,11747.7,14091.9,85942.7,0,2024
UTTAR PRADESH,ALIGARH,667.47,49137.8,100280,5332.43,17176,92580.1,0,2024
UTTAR PRADESH,AMBEDKAR NAGAR,1013.3,53130.2,80587.9,4350,13199.2,72529.1,0,2024
UTTAR PRADESH,AMETHI,853,41796,89749.7,10587,14294.2,80774.7,0,2024
UTTAR PRADESH,AMROHA,902.59,39343.5,54379,0,11294.7,49625.4,0,2024
UTTAR PRADESH,AURAIYA,624.88,27581.7,68490.3,9261.45,12558.9,61641.2,0,2024
UTTAR PRADESH,AYODHYA,952.71,49897.7,94402.1,2709.14,13539.4,85522.8,0,2024
UTTAR PRADESH,AZAMGARH,900.26,79183.4,140339,12277.4,18247.3,126528,0,2024
UTTAR PRADESH,BAGPAT,674.76,15569.7,35303.8,316.64,5569.53,32081.2,0,2024
UTTAR PRADESH,BAHRAICH,1158.8,90351,154379,2424,25952.6,144373,0,2024
UTTAR PRADESH,BALLIA,922.03,56521.2,95164.9,6545.5,15731.6,86175.5,0,2024
UTTAR PRADESH,BALRAMPUR,1065.2,72375.6,109666,891.15,16869.9,100111,0,2024
UTTAR PRADESH,BANDA,943.2,51998.5,72535.3,7344.61,11251,66271.5,0,2024
UTTAR PRADESH,BARABANKI,978.39,79371.5,211252,28404.3,36744.7,190876,0,2024
UTTAR PRADESH,BAREILLY,877.86,67393.9,117704,6663.71,22078.6,109696,0,2024
UTTAR PRADESH,BASTI,1110.78,68653.2,84153.5,0,13596.7,76066.2,0,2024
UTTAR PRADESH,BIJNOR,1053.5,101011,151939,3385.5,25763.1,137114,0,2024
UTTAR PRADESH,BUDAUN,784.54,64557.5,80131.6,80,14367.7,74009.1,0,2024
UTTAR PRADESH,BULANDSHAHAR,673.13,47204.8,161655,6116.96,38790.6,147761,0,2024
UTTAR PRADESH,CHANDAULI,949.06,30170.3,56558.4,11451.4,7913.74,51566.6,0,2024
UTTAR PRADESH,CHITRAKOOT,943.2,32543.8,43662.7,1934.03,7412.06,39296.4,0,2024
UTTAR PRADESH,DEORIA,1019.38,50802.9,145336,56357.2,22949,132028,0,2024
UTTAR PRADESH,ETAH,658.23,31843,87429.4,26028.4,15156.4,79836.9,0,2024
UTTAR PRADESH,ETAWAH,587.48,28368.5,72536.2,12012.5,10014.6,65899.9,0,2024
UTTAR PRADESH,FARRUKHABAD,753.48,33198,49998.9,540.17,10816.2,46069.4,0,2024
UTTAR PRADESH,FATEHPUR,746.9,64085.2,120160,6721.79,18030.4,109694,0,2024
UTTAR PRADESH,FIROZABAD,656.92,29525.9,87376.4,34620.1,0,78955.1,0,2024
UTTAR PRADESH,G.B.NAGAR,537.16,16287.2,51526.5,3764.37,13478.9,46373.9,0,2024
UTTAR PRADESH,GHAZIABAD,729.83,15534.3,42164.1,1136.24,10463.6,37947.7,0,2024
UTTAR PRADESH,GHAZIPUR,853.77,58153.8,105257,12537.4,17825.9,95066.4,0,2024
UTTAR PRADESH,GONDA,1047,85204.3,129658,81.35,21330.2,117614,0,2024
UTTAR PRADESH,GORAKHPUR,1338.3,81307.1,181461,60024.3,28347.7,165518,0,2024
UTTAR PRADESH,HAMIRPUR,735.88,33424.8,46299.7,4573.27,5962.66,41669.7,0,2024
UTTAR PRADESH,HAPUR,788.32,20806.4,52783.1,2068.41,12430.1,47504.8,0,2024
UTTAR PRADESH,HARDOI,816.35,98957.5,180166,10182.3,32284.1,165087,0,2024
UTTAR PRADESH,HATHRAS,618.98,22642.4,72469.6,15763.9,11359.7,66556.1,0,2024
UTTAR PRADESH,JALAUN,687.2,65746.9,104641,20910.4,15180.5,94787,0,2024
UTTAR PRADESH,JAUNPUR,901.72,71486.7,134243,15634.8,21583.2,122753,0,2024
UTTAR PRADESH,JHANSI,764.99,32106,73579.1,25959.2,12172.4,66830.7,0,2024
UTTAR PRADESH,KANNAUJ,714.62,27630.6,63122.9,1508.47,11620.6,57680.5,0,2024
UTTAR PRADESH,KANPUR DEHAT,726.5099,47012.8,85971.7,8585.53,15545.9,77374.5,0,2024
UTTAR PRADESH,KANPUR NAGAR,709.6,44943.1,89298.7,6860.71,17395.6,81069,0,2024
UTTAR PRADESH,KASGANJ,724.77,26173.2,72108.7,19043.4,12968,67626.4,0,2024
UTTAR PRADESH,KAUSHAMBI,846.45,31767,51753.8,2240.83,9949.03,46578.4,0,2024
UTTAR PRADESH,KUSHI NAGAR,1112,54405.1,179683,61688.4,23067,163726,0,2024
UTTAR PRADESH,LAKHIMPUR KHERI,1130,143274,231799,4803.97,38091.5,215722,0,2024
UTTAR PRADESH,LALITPUR,909.89,16694.9,40943.5,13004.1,8298.94,37797.7,0,2024
UTTAR PRADESH,LUCKNOW,879.83,35705.5,75967.3,4932.35,8963.41,70463.3,0,2024
UTTAR PRADESH,MAHOBA,809.7,9016.02,32028,5577.27,6143.91,28825.2,0,2024
UTTAR PRADESH,MAHRAJGANJ,1389.1,62946,105464,7239.51,16607.5,97903.6,0,2024
UTTAR PRADESH,MAINPURI,659.74,37592.4,94277,16686,16515,84849.3,0,2024
UTTAR PRADESH,MATHURA,556.89,34914.5,136362,40839.9,23235,124993,0,2024
UTTAR PRADESH,MAUNATH BHANJAN,897.3,31228.2,50759,3421.46,6898.41,45957.8,0,2024
UTTAR PRADESH,MEERUT,856.89,47294.5,87473.2,8611.2,14105.2,80421.9,0,2024
UTTAR PRADESH,MIRZAPUR,973.1,26498.9,61617.7,21100.2,7981.42,55752,0,2024
UTTAR PRADESH,MORADABAD,902.59,41956.2,71151.2,3746.09,12988.2,64036.1,0,2024
UTTAR PRADESH,MUZAFFARNAGAR,869.1,46556.5,110520,14034.7,19908.3,101944,0,2024
UTTAR PRADESH,PILIBHIT,1201.27,64276.2,106333,6759.65,19041.5,98513.1,0,2024
UTTAR PRADESH,PRATAPGARH,837.75,65653.3,143562,16389,27246.7,130448,0,2024
UTTAR PRADESH,PRAYAGRAJ,843.09,73511.6,142827,30636.9,19624.3,129119,0,2024
UTTAR PRADESH,RAIBARELI,748.3,58606.3,126603,23636.6,18530.8,116451,0,2024
UTTAR PRADESH,RAMPUR,1051.61,50712.7,83349.9,168.28,13129.7,75304.7,0,2024
UTTAR PRADESH,SAHARANPUR,1102.65,85461.6,143766,8542.53,34117.4,134850,0,2024
UTTAR PRADESH,SAMBHAL,784.54,38806.9,47945.6,41.6,7806.15,44596.7,0,2024
UTTAR PRADESH,SANT KABIR NAGAR,1253.92,43464,54076.5,600.7,7454.12,48668.8,0,2024
UTTAR PRADESH,SANT RAVIDAS NAGAR,949.6,19509.1,87722.3,1762.01,13935.2,79248.4,0,2024
UTTAR PRADESH,SHAHJAHANPUR,898.18,90822.8,132344,1367.63,22643.5,121135,0,2024
UTTAR PRADESH,SHAMLI,869.1,24852.8,47686.3,1136.17,10277.7,43932,0,2024
UTTAR PRADESH,SHRAWASTI,1184.51,46239.4,59745.4,0,9810.88,53770.9,0,2024
UTTAR PRADESH,SIDDHARTH NAGAR,1158.57,69426,95871.4,5332.87,14405.3,87619,0,2024
UTTAR PRADESH,SITAPUR,991.26,99403,208860,3491.07,34825.1,191490,0,2024
UTTAR PRADESH,SONBHADRA,973.09,15317.5,60010,23814.5,6551.17,54228.5,0,2024
UTTAR PRADESH,SULTANPUR,887.59,49607.1,95197.3,6308.94,15472.7,86077.2,0,2024
UTTAR PRADESH,UNNAO,765.68,68308.6,177056,15099.8,27307.9,160947,0,2024
UTTAR PRADESH,VARANASI,925.78,29442.1,52818.9,0,8083.54,47537,0,2024
UTTARAKHAND,DEHRADUN,2183.6,53918.4,56677,81.17,2052.35,51009.3,0,2024
UTTARAKHAND,HARIDWAR,1020,31939,47343.1,494.19,6862.68,43422.9,0,2024
UTTARAKHAND,NAINITAL,1711,21746.6,28901.4,2165.98,2756.12,26011.2,0,2024
UTTARAKHAND,UDHAMSINGH NAGAR,1465.3,60592.5,79591.5,2740.25,9949.17,74756.4,0,2024
WEST BENGAL,ALIPURDUAR,3468.3,124234,129084,161.47,4214.75,116176,0,2024
WEST BENGAL,BANKURA,1330.9,115432,160694,8341.62,22215.4,147037,0,2024
WEST BENGAL,BIRBHUM,1392.8,88166.3,112488,1554.1,9975.88,103094,0,2024
WEST BENGAL,DAKSHIN DINAJPUR,1584.9,78789.6,113267,2922.5,25491.9,102170,0,2024
WEST BENGAL,DARJILING,3118.5,41439.7,42363.1,587.08,0,38126.8,0,2024
WEST BENGAL,HAORA,1600,20669.6,22904.4,475.68,514.66,21190.2,0,2024
WEST BENGAL,HUGLI,1476.1,96666.4,128457,3547.95,20393.9,116406,0,2024
WEST BENGAL,JALPAIGURI,3468.3,181004,188378,530.1,5715.22,169541,0,2024
WEST BENGAL,JHARGRAM,1535.5,88213.5,102188,2660.06,9176.85,94154.4,0,2024
WEST BENGAL,KALIMPONG,3118.5,3714.73,4004.81,287.58,0,3604.32,0,2024
WEST BENGAL,KOCH BIHAR,3284.1,166580,207202,484.1,35558.5,186482,0,2024
WEST BENGAL,KOLKATTA,1623.6,0,0,0,0,0,0,2024
WEST BENGAL,MALDA,1449.7,94427.5,117843,2841.89,12491,106802,0,2024
WEST BENGAL,MURSHIDABAD,1433.2,143217,195440,1494.55,38224.3,180969,0,2024
WEST BENGAL,NADIA,1443.8,125289,194912,1424.04,60948.1,176494,0,2024
WEST BENGAL,NORTH 24 PARGANAS,1623.6,94916.9,151432,432.22,37534.7,138985,0,2024
WEST BENGAL,PASCHIM BARDDHAMAN,1348.2,19546.5,24168.2,242.23,383.78,21956,0,2024
WEST BENGAL,PASCHIM MEDINIPUR,1535.5,187943,240759,1594.55,42520,218333,0,2024
WEST BENGAL,PURBA BARDDHAMAN,1348.2,149074,202307,1907.4,34234.7,183612,0,2024
WEST BENGAL,PURBA MEDINIPUR,1669.6,56117.1,67069.1,148.51,6286.1,60362.2,0,2024
WEST BENGAL,PURULIYA,1363.3,39246.8,59047.6,5099.8,897.78,53142.8,0,2024
WEST BENGAL,SOUTH 24 PARGANAS,1623.6,0,0,0,0,0,0,2024
WEST BENGAL,UTTAR DINAJPUR,1922.3,95044.3,121382,553.57,19541.3,111021,0,2024
ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,2913.3,15655.3,151.9,0,0,14226.5,0,2023
ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2805.2,11344.6,16.14,0,0,65919.1,313.56,2023
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,3015.7,10777.3,20.46,0,0,10763,0,2023
ANDHRA PRADESH,Alluri Sitharama Raju,1281.458,46817.2,68.13,108098,71.02,150312,0,2023
ANDHRA PRADESH,Anakapalli,1182.637,36867.1,2040.24,33393.4,3068.18,1294136,0,2023
ANDHRA PRADESH,Ananthapuramu,522.729,42310.3,5491.6,8757.42,7979.77,115874,0,2023
ANDHRA PRADESH,Annamayya,744.0412,47435.3,7402.07,1046.01,9184.37,82241.8,0,2023
ANDHRA PRADESH,Bapatla,917.3229,34500.6,380.91,51413.5,3564.71,776660,275299.57,2023
ANDHRA PRADESH,Chittoor,905.3953,56445.1,7234.2,1238.79,14406.2,3245133,0,2023
ANDHRA PRADESH,East Godavari,1143.372,27974.4,15452,39978.5,7019.32,101925,0,2023
ANDHRA PRADESH,Eluru,1003.478,62095.4,27066.3,79756.7,9999.01,4398957,785028.09,2023
ANDHRA PRADESH,Guntur,876.7924,21114.3,759.85,28971.2,1274.26,466580,374910.82,2023
ANDHRA PRADESH,Kakinada,1153.761,26176.3,2364.37,88192.1,2759.01,107138,26189.66,2023
ANDHRA PRADESH,Konaseema,1282.979,29589.5,427.66,78308.7,1986.56,106637,29900.16,2023
ANDHRA PRADESH,Krishna,1050.534,53225.3,322.92,102559,8331.53,1205506,1287923.41,2023
ANDHRA PRADESH,Kurnool,610.1474,38909.1,1867.86,11156.3,3049.32,64082,0,2023
ANDHRA PRADESH,NTR,1033.284,22008.6,2204,14168.7,6381.16,61046.1,0,2023
ANDHRA PRADESH,Nandyal,716.0411,22717.7,14561.9,30014.9,3458.04,78109.3,0,2023
ANDHRA PRADESH,Palnadu,765.7127,28011.4,2571.86,57363.1,5954.91,1569163,114302.28,2023
ANDHRA PRADESH,Parvathipuram Manyam,1168.07,33350,30128.2,16107.2,4443.03,86872,0,2023
ANDHRA PRADESH,Prakasam,790.6949,67576.4,8229.19,2806.75,4146.51,5507955,207016.41,2023
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,1040.046,88856.1,12646.8,65504.6,13105,1922203,1.95,2023
ANDHRA PRADESH,Sri Sathya Sai,589.8408,43673,10026.8,969.79,15243,1981884,0,2023
ANDHRA PRADESH,Srikakulam,1170.326,37980.1,8347.86,63414.1,5202.29,125583,807.23,2023
ANDHRA PRADESH,Tirupati,1139.337,81568.9,24457.9,26161.7,16764.3,3790824,13211.44,2023
ANDHRA PRADESH,Visakhapatnam,1278.931,8280.47,470.61,2016.87,888.37,751579,0,2023
ANDHRA PRADESH,Vizianagaram,1109.883,27535.4,57881.7,25714.6,7921.35,2134353,47.62,2023
ANDHRA PRADESH,West Godavari,1215.106,39429.4,269.42,101003,1379.41,53132.5,174409.39,2023
ANDHRA PRADESH,Y.S.R Kadapa,685.4224,57654.4,2934.17,1343.42,9160.82,7627894,0,2023
ARUNACHAL PRADESH,ANJAW,0,0,,0,0,0,0,2023
ARUNACHAL PRADESH,CHANGLANG,2599.5,24248.1,,10336.2,29.16,31152.1,0,2023
ARUNACHAL PRADESH,DIBANG VALLEY,0,0,,0,0,0,0,2023
ARUNACHAL PRADESH,EAST KAMENG,2136.1,11748.6,,6383.14,32.47,16348.1,0,2023
ARUNACHAL PRADESH,EAST SIANG,4418.8,77747.6,,9924.6,40.16,78569.4,0,2023
ARUNACHAL PRADESH,KURUNG KUMEY,0,0,,0,0,0,0,2023
ARUNACHAL PRADESH,LOHIT,3003.5,105754,,17398.2,15.32,110571,0,2023
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,3507,76744.8,,2391.53,74.13,71289.4,0,2023
ARUNACHAL PRADESH,LOWER SUBANSIRI,2136.9,3705.7,,2591.35,7.05,5508.04,0,2023
ARUNACHAL PRADESH,PAPUM PARE,3336.8,10728.8,,3283.09,5.96,10099.4,0,2023
ARUNACHAL PRADESH,TAWANG,0,0,,0,0,0,0,2023
ARUNACHAL PRADESH,TIRAP,3459.4,7863.37,1.03,2269.39,2.47,9122.65,0,2023
ARUNACHAL PRADESH,UPPER SIANG,0,0,,0,0,0,0,2023
ARUNACHAL PRADESH,UPPER SUBANSIRI,1746.5,215.17,,2530.45,5.94,2476.39,0,2023
ARUNACHAL PRADESH,WEST KAMENG,2521.4,2740.27,,755.58,0.48,3146.83,0,2023
ARUNACHAL PRADESH,WEST SIANG,2912.9,5362.02,,2760.6,1.53,7312.19,0,2023
ASSAM,BAKSA,3274.6,135895,633.1,9554.57,270.63,2072552,0,2023
ASSAM,BARPETA,2051.4,81977.8,1289.49,379.76,7083.96,894615,0,2023
ASSAM,BONGAIGAON,3102.4,50271.7,812.35,87.6,4569.25,621972,0,2023
ASSAM,CACHAR,3311.9,87523.9,2807.91,2339.9,0,443310,0,2023
ASSAM,CHIRANG,3218.7,108650,134.6,167.86,249.2,1626559,0,2023
ASSAM,DARRANG,1951.2,55331.7,1768.64,96.13,687.47,1362768,0,2023
ASSAM,DHEMAJI,2859.3,143047,369.64,,0,3758649,0,2023
ASSAM,DHUBRI,2752.8,100423,899.27,378.37,8172.55,822519,0,2023
ASSAM,DIBRUGARH,2649.4,146601,1372.02,5.5,1877.68,4082810,0,2023
ASSAM,DIMA HASAO,2791.8,62795.4,100.86,,63.01,408113,0,2023
ASSAM,GOALPARA,2583.2,76542.7,764.02,368.18,3229.48,1064917,0,2023
ASSAM,GOLAGHAT,1751.7,107331,760.96,345.77,1171.63,1141416,0,2023
ASSAM,HAILAKANDI,2838.3,28604.9,1779.91,38.76,0,174562,0,2023
ASSAM,JORHAT,2265.3,112913,898.96,14058.1,1774.58,2043328,0,2023
ASSAM,KAMRUP,1896.2,85070.9,1538.9,1868.74,0,1602869,0,2023
ASSAM,KAMRUP (M),1813.4,20383.9,9264.09,139.16,0,712559,0,2023
ASSAM,KARBI ANGLONG,1122.2,132896,599.59,,0,2379288,0,2023
ASSAM,KARIMGANJ,3751,59811.7,1349.16,,28.73,277837,0,2023
ASSAM,KOKRAJHAR,3102.4,178566,701.91,949.33,1874.88,1727612,0,2023
ASSAM,LAKHIMPUR,3270.3,117078,993.55,0,0,552573,0,2023
ASSAM,MORIGAON,1884.8,44332.8,1091.14,12.83,3604.42,1237193,0,2023
ASSAM,NAGAON,1884.8,121045,3474.8,15319.6,0,1391572,0,2023
ASSAM,NALBARI,1896.2,32705.9,198.87,,0,637763,0,2023
ASSAM,SIBSAGAR,2412.4,110712,342.71,19.45,428.38,1324629,0,2023
ASSAM,SONITPUR,1978.7,173842,817.7,1775.24,361.71,6097318,0,2023
ASSAM,TINSUKIA,2322.6,151966,1253.35,1782,1316.55,2108258,0,2023
ASSAM,UDALGURI,1957.8,71487.4,373.61,484.84,0,1550735,0,2023
BIHAR,ARARIA,1632.2,84067.2,849.88,26425.4,7447.69,145304,0,2023
BIHAR,ARWAL,874.4,10594.9,541.64,4902.91,2079.61,19119.9,0,2023
BIHAR,AURANGABAD,974.9,50234,5561.35,36974.4,7431.63,119726,0,2023
BIHAR,BANKA,974.9,44750.1,3169.3,12417.4,5590.41,63632.7,0,2023
BIHAR,BEGUSARAI,1090.7,46970,962.42,877.84,7204.17,50675.7,0,2023
BIHAR,BHAGALPUR,1207.9,64624.2,2739.52,3161.11,6873.1,71315.4,0,2023
BIHAR,BHOJPUR,1051.5,49102.9,1630.66,13682.3,10272.2,78971.3,0,2023
BIHAR,BUXAR,975.4,31249.3,1435.12,12199.7,6302.4,56138.3,0,2023
BIHAR,DARBHANGA,1123.6,60263.5,4178.53,1859.65,8952.2,69980.7,0,2023
BIHAR,EAST CHAMPARAN,1197.7,95829.8,2124.85,36837,17328.2,175759,0,2023
BIHAR,GAYA,1003.9,94962.3,8926.98,9674.53,15397.5,119481,0,2023
BIHAR,GOPALGANJ,1135.5,47708.6,1393.46,18181.7,15464.8,95892.6,0,2023
BIHAR,JAMUI,1107.3,35816.5,5788.47,2032.12,4082.47,45487.6,0,2023
BIHAR,JEHANABAD,936.6,18019.8,532.15,3736.52,6481.48,29704.8,0,2023
BIHAR,KAIMUR,1126.3,50603.2,3579.67,16848.6,8522.72,74894.6,0,2023
BIHAR,KATIHAR,1342.7,89837,1604.01,5854.79,12637.1,111236,0,2023
BIHAR,KHAGARIA,1233.9,41543.2,848.05,339.29,6261.64,44454.1,0,2023
BIHAR,KISHANGANJ,2090.6,58813.2,784.4,440.95,4405.23,59241.4,0,2023
BIHAR,LAKHISARAI,1146.8,22752.3,2077.52,6484.33,2548.43,37503.2,0,2023
BIHAR,MADHEPURA,1392.7,42536.8,423.92,28226.6,10719.3,98390.3,0,2023
BIHAR,MADHUBANI,1293.3,85174.6,3348.14,13320,12966.1,130565,0,2023
BIHAR,MUNGER,1146.8,27657.8,506.16,8948.17,2849.53,37580,0,2023
BIHAR,MUZAFFARPUR,1154.5,78643.5,1207.39,10670.7,18514.4,112000,0,2023
BIHAR,NALANDA,1002.2,47274.4,1542.22,3034.4,10899.9,58002.8,0,2023
BIHAR,NAWADA,1041.8,48413.6,3190.72,5765.52,8304.87,62569.6,0,2023
BIHAR,PATNA,1074.8,77604.7,2138.41,6532.48,13776,98219.1,0,2023
BIHAR,PURNEA,1598.2,83706.7,750.14,27579.8,14256,151486,0,2023
BIHAR,ROHTAS,949.1,69936.9,5659.24,25348.7,7694.97,106505,0,2023
BIHAR,SAHARSA,1692.9,46557.5,452.3,5802.07,6068.47,63652.2,0,2023
BIHAR,SAMASTIPUR,1192.3,70881.5,2213.85,1417.28,13570.7,80434.3,0,2023
BIHAR,SARAN,1123.8,58127.7,1502.43,24677,9203.53,100266,0,2023
BIHAR,SHEIKHPURA,1008.4,13219.4,896.18,1171.6,2380.22,16331.3,0,2023
BIHAR,SHEOHAR,1293.1,12738.7,99.19,3149.28,2429.54,16711.3,0,2023
BIHAR,SITAMARHI,1293.1,58583.2,1193.9,1601.63,5823.3,61797.9,0,2023
BIHAR,SIWAN,1135.4,51144.5,2028.56,17574.6,14071.6,97746.9,0,2023
BIHAR,SUPAUL,1273.8,49854.5,386.54,10438.3,8220.12,97479.5,0,2023
BIHAR,VAISHALI,1176.5,52287.1,1049.23,9305.58,11146.2,73084.5,0,2023
BIHAR,WEST CHAMPARAN,1472,95390.6,882.24,32340.7,9270.72,164113,0,2023
CHANDIGARH,CHANDIGARH,1078,1471.09,110.47,1528.84,119.15,4962.51,0,2023
CHHATTISGARH,BALOD,1122.9,16828,3346.87,8208.43,8676.17,84335.4,0,2023
CHHATTISGARH,BALODA BAZAR,1396.683,26072.2,3739.72,29868.8,7295.77,137938,0,2023
CHHATTISGARH,BALRAMPUR,1317,46395.3,847.8,1014.99,2643.26,149806,0,2023
CHHATTISGARH,BASTAR,1368.995,23799.6,1392.12,99.87,1452.74,97025.2,0,2023
CHHATTISGARH,BEMETARA,1122.9,18175,2673.17,8872.33,14117.9,94913.9,0,2023
CHHATTISGARH,BIJAPUR,1528.1,50074.2,815.14,7.37,1253.42,134538,0,2023
CHHATTISGARH,BILASPUR,1114.455,22416.3,3606.05,14128.6,8602.87,104638,0,2023
CHHATTISGARH,DANTEWADA,1327.9,25625.9,358.28,2.18,1590.86,83476.3,0,2023
CHHATTISGARH,DHAMTARI,1385.3,20986.5,7298.62,23095.6,14942.1,108235,0,2023
CHHATTISGARH,DURG,1122.9,14510.5,3244.7,12191.7,9253.23,82349.5,0,2023
CHHATTISGARH,GARIABAND,1385.3,22766.8,2660.19,3230.22,6648.77,82480.1,0,2023
CHHATTISGARH,GOURELA-PENDRA-MARWAHI,1229.8,11842.3,629.23,446.75,969.49,43478.6,0,2023
CHHATTISGARH,JANJGIR-CHAMPA,1386,12503.5,1865.63,29718.9,2920.4,84328,0,2023
CHHATTISGARH,JASHPUR,1480.025,28326.7,690.45,535.29,3878.8,115734,0,2023
CHHATTISGARH,KABIRDHAM,1117,34099.1,2360.21,23379.3,12159,142596,0,2023
CHHATTISGARH,KANKER,1397.506,57654.8,356.84,3317.34,9353,182885,0,2023
CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN_GANDAI,1208.7,9109.1,1196.13,4220.54,4024.53,45185.3,0,2023
CHHATTISGARH,KONDAGAON,1362.4,32569.5,668.39,386.17,3735.7,103788,0,2023
CHHATTISGARH,KORBA,1392,38352.5,6691.02,390.56,2674.01,125247,0,2023
CHHATTISGARH,KOREA,1317,9596.32,868.22,2751.37,1130.54,27257.1,0,2023
CHHATTISGARH,MAHASAMUND,1406.242,47336.8,4247.2,30708.6,18210.8,177356,0,2023
CHHATTISGARH,MANENDRAGARH-CHIRMIRI_BHARATPUR,1317,47517.5,659.97,1169.09,1483.12,107291,0,2023
CHHATTISGARH,MOHLA-MANPUR_AMBAGARHCHOWKI,1208.7,12502,1013.35,493.14,1941.59,44912.6,0,2023
CHHATTISGARH,MUNGELI,1351,9680.27,1868.43,8118.19,3329.38,54885.8,0,2023
CHHATTISGARH,NARAYANPUR,1404.1,25873.9,148.24,308.88,268.64,92354,0,2023
CHHATTISGARH,RAIGARH,1466,35800.8,2375.91,1019.75,2591.64,109346,0,2023
CHHATTISGARH,RAIPUR,1376.335,19758.1,4245.09,17054.4,6549.1,100191,0,2023
CHHATTISGARH,RAJNANDGAON,1208.7,20393,3299.19,3762.57,8290.92,83101.3,0,2023
CHHATTISGARH,SAKTI,1386,9250.59,1445.85,17141.6,4404.12,58683.8,0,2023
CHHATTISGARH,SARANGARH-BILAIRAGH,1418.409,14537,1786.02,5391.65,2607.33,65265.7,0,2023
CHHATTISGARH,SUKMA,1403.847,44267.1,849.9,19.46,833.35,145293,0,2023
CHHATTISGARH,SURAJPUR,1241.805,28785.9,636.23,1234.65,8151.04,85442.3,0,2023
CHHATTISGARH,SURGUJA,1369.155,35053.6,980.56,1151.05,4777.49,116965,0,2023
DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,2265.7,6205.81,3.5,2067.66,266.58,8233.1,0,2023
DAMAN AND DIU,DAMAN,2194.781,2824.29,26.46,0,62.38,2790.53,0,2023
DAMAN AND DIU,DIU,848.237,545.42,24.98,0,12.24,553.51,0,2023
DELHI,CENTRAL,494,358.4,2.3,0,68.85,2216.81,0,2023
DELHI,EAST,600.26,140.4,4.76,0,33.02,1493.8,0,2023
DELHI,NAZUL LAND,600.26,373.62,0.07,0,64.02,498.82,0,2023
DELHI,NEW DELHI,671.73,1114.21,6.62,0,190.1,2720.18,0,2023
